number,L1t,L1p,Ht,Hp,L2t,L2p,O1t,O1p,N1t,N1p,C1t,C1p,O2t,O2p,N2t,N2p,O3t,O3p,N3t,N3p,C3t,C3p,Et,Ep
nar-mun-121,1359,252.24,1566,272.79,1751,151.45,1336,258.57,1438,264.95,1568,272.86,1607,252.07,1639,274.24,1728,237.04,1774,112.61,1835,181.54,1888,243.5
nar-mun-123,1359,204.97,1470,226.72,1586,182.08,1213,219.62,1311,208.22,1407,214.98,1498,222.54,1520,213.6,1608,179.9,1643,210.06,1699,246.37,1805,237.2
nar-mun-125,4592,211.22,4683,240.99,4883,165.88,4520,239.62,4547,213.79,4624,224.79,4678,240.09,4732,249.59,4802,198.45,4846,178.79,4919,190.44,5107,201.45
nar-mun-127,1852,197.91,1940,214.07,2092,185.26,1693,231.19,1768,194.5,1858,199.44,1933,213.93,2000,207.9,2178,180.56,2227,181.84,2287,232.27,2388,216.94
nar-mun-129,2021,237.32,2194,253.08,2312,223.83,1916,226.68,2018,235.16,2121,248.97,2203,252.26,2280,240.8,2402,95.74,2471,97.11,2555,89.01,2662,96.677
nar-mun-131,1592,208.23,1735,232.85,1895,182.77,1413,206.09,1566,207.09,1660,220.59,1730,232.99,1795,233.13,1911,181.95,1953,178.88,2025,169.69,2126,164.8
nar-mun-133,1714,228.17,1952,300.42,2309,171.92,1661,224.68,1791,269.14,1914,298.44,1998,293.19,2067,292.9,2163,221.03,2223,201.22,2308,172.62,2463,166.34
nar-mun-135,1700,241.61,1787,262.49,1933,204.6,1648,243.68,1676,240.53,1764,260.07,1825,255.46,1872,238.61,1976,197.84,2020,185.15,2096,169.09,2240,203
nar-man-401,1613,245.67,1706,275.61,1847,215.27,1489,266.73,1559,254.29,1664,260.57,1734,264.73,1790,273.94,1838,220.18,1904,199.81,2009,161.75,2148,244.76
nar-man-403,1520,125.07,1675,231.05,1857,185.36,1532,138.87,1581,223.61,1697,230.82,1763,221.14,1811,206.76,1880,180.15,1948,172.09,2016,179.61,2146,168.155
nar-man-405,1449,225.88,1597,259.32,1818,183.03,1449,225.88,1497,254.3,1562,256.08,1627,256.5,1695,237.93,1796,189.16,1842,178.19,1897,96.17,1999,82.11
nar-man-407,2081,254.83,2201,284.39,2423,175.42,1989,262.75,2097,264.64,2182,279,2242,281.04,2290,276.77,2371,209.59,2422,175.7,2471,168.62,2588,185.46
nar-man-409,2231,223.66,2334,259.24,2599,203.26,2055,223.07,2183,227.67,2276,236.49,2356,249.29,2434,246.22,2562,209.18,2631,200.08,2723,97,2852,196.26
nar-man-411,1975,208.95,2106,256.37,2304,176.88,1813,195.06,1929,209.2,2051,228.9,2115,254.42,2177,249.69,2240,206.18,2293,180.89,2409,167.14,2551,169.53
nar-man-413,1437,255.83,1612,304.58,1760,205.19,1361,255.77,1434,255.14,1574,294.93,1646,295.46,1710,266.16,1770,200.53,1808,89.07,1850,93.97,1946,115.37
nar-man-415,1754,228.84,1909,274.46,2092,200.79,1600,231.37,1713,236.07,1835,250.86,1879,264.33,1916,272.73,2020,226.65,2071,210.31,2119,97.56,2248,203.48
nar-man-417,1769,231.68,1878,257.84,2057,194.98,1612,215.22,1725,227.55,1846,250.85,1912,250.07,1970,225.54,2053,195,2095,193.83,2158,106.04,2264,287.14
nar-man-419,1562,248.51,1666,267.62,1890,193.34,1412,237.91,1520,250.98,1652,266.82,1722,257.52,1781,260.65,1850,208.53,1910,189.43,1962,185.14,2048,186.13
nar-man-423,2065,229.64,2220,246.72,2406,192.4,1944,243.81,2076,229.46,2200,243.86,2260,239.42,2287,231.22,2383,197.77,2423,197.19,2484,233.3,2599,110.4233333
nar-man-425,1994,217.6,2174,264.08,2337,130.91,1909,232.42,2001,218.88,2128,259.44,2183,263.85,2234,256.47,2349,90.77,2417,91.9,2479,89,2595,87.93
nar-man-427,1753,223.61,1868,272.21,1980,202.5,1650,212.98,1773,243.86,1867,272.18,1951,234.61,2020,179.37,2111,115.45,2153,190.33,2197,200.68,2287,205.13
nar-man-429,1761,246.48,1852,260.65,2023,210.82,1611,239.46,1728,249.12,1821,252.89,1915,243.05,1992,229.47,2076,101.52,2128,102.49,2176,212.24,2294,187.1
nar-man-433,1843,287.52,2043,409.84,2241,194.95,1835,272.49,1921,335.56,1977,370.24,2047,408.54,2107,384.53,2189,242.04,2232,199.13,2287,89.38,2511,253.61
nar-man-435,1918,225.7,2002,241.72,2121,207.54,1772,228.35,1851,230.26,1929,227.2,1999,241.54,2061,235.63,2153,98.24,2196,95.49,2237,98.79,2325,85.81
nar-man-437,1965,231.96,2059,245.19,2364,183.8,1803,217.02,1893,230.97,2003,238.25,2100,238.96,2150,237.8,2261,205.86,2326,192.94,2399,174.8,2531,205.32
nar-man-439,1740,272.04,1903,299.17,2081,208.78,1711,264.86,1771,279.81,1855,297.28,1927,297.47,1994,286.86,2083,208.59,2133,205,2203,194.06,2333,203.86
nar-man-441,1876,250.32,1986,314.69,2228,180.5,1756,258.55,1838,250.72,1971,311.14,2029,299.39,2075,258.76,2154,210.85,2204,189.06,2292,175,2427,161.41
nar-man-445,2119,246.45,2191,270.89,2337,192.17,2013,266.08,2073,246.82,2162,258.8,2210,268.75,2256,255.29,2353,187.76,2424,177.83,2515,169.71,2652,189.06
nar-mem-401,1382,221.37,1500,266.1,1649,202.21,1244,226.59,1346,223.93,1466,253.97,1517,264.06,1562,260.23,1666,202.79,1718,194.25,1800,196.32,1941,200
nar-mem-403,1553,233.45,1686,238.59,1892,177.73,1383,210.57,1500,231.48,1621,235.08,1715,234.97,1778,207.54,1901,177.41,1952,169.75,2013,158.64,2135,175.61
nar-mem-405,1274,231.59,1464,253.37,1745,170.03,1253,225.98,1356,253.08,1491,248.68,1554,224.82,1582,215.21,1666,188.29,1717,175.11,1787,177.48,1891,193.17
nar-mem-407,1424,270.44,1535,280.66,1750,176.15,1264,245.34,1369,266.79,1502,278.97,1575,260.58,1633,254.36,1719,184.48,1764,173.3,1804,168.97,1919,180.28
nar-mem-409,1747,232.5,1814,262.65,1975,222.35,1550,239.81,1659,237.96,1757,238.34,1839,245.83,1899,253.05,2042,213.49,2098,201.03,2177,196.02,2304,209.44
nar-mem-411,1780,215.02,1899,262.37,2066,188.95,1587,209.26,1708,211.61,1811,217.2,1913,258.98,2002,235.27,2103,184.03,2142,171.9,2226,172.21,2345,175.99
nar-mem-413,1208,254.12,1333,291.43,1500,187.45,1065,238.69,1174,248.16,1340,291.83,1388,281.1,1437,265.32,1522,128.11,1546,87.11,1603,171.03,1700,229.21
nar-mem-415,1795,233.49,1952,269.99,2005,251.98,1566,262.62,1733,232.16,1838,248.22,1918,263.81,1992,264.77,2076,111.5,2138,101.62,2184,99.24,2275,93.47
nar-mem-417,1612,228.34,1773,248.36,1969,197.04,1516,225.03,1646,233.17,1798,243.56,1862,221.53,1919,228.47,1986,158.69,2044,100.95,2127,233.08,2243,246.21
nar-mem-419,1588,248.18,1689,265.71,1967,191.76,1458,243.38,1557,250.34,1697,260.6,1746,251.58,1790,260,1876,210.74,1910,201.37,1964,191.86,2068,188.67
nar-mem-423,1313,230.58,1488,291.75,1671,201.7,1224,235.37,1348,238.13,1449,284.05,1524,281.46,1585,251,1636,221.61,1664,207.18,1720,228.24,1837,157.63
nar-mem-425,1597,216.63,1768,271.67,1976,188.96,1440,224.12,1577,217.78,1690,250.7,1781,270,1840,256.41,1982,188.17,2023,182.97,2086,181.95,2209,173.16
nar-mem-427,1760,205.79,1883,254.32,2001,192.97,1650,205.24,1788,222.97,1908,242.27,2005,194.73,2087,195.88,2159,80.63,2194,119.81,2235,169.47,2331,195.34
nar-mem-429,1610,239.1,1732,256.48,1877,226.15,1543,239.69,1624,248.33,1748,252.65,1821,239.55,1871,229.69,1934,103.87,1977,132.62,2036,245.49,2129,231
nar-mem-433,1705,342.48,1856,392.31,2006,220.06,1524,295.25,1669,340.62,1788,377.68,1866,386.88,1916,357.6,2007,219.79,2050,101.71,2108,84.26,2258,100.69
nar-mem-435,1826,228.12,1918,242.85,2065,193.92,1676,227.87,1769,231.24,1887,234.95,1949,236.87,1993,235.57,2115,97.07,2150,94.54,2200,90.02,2355,182.62
nar-mem-437,1625,225.42,1726,243.45,1975,190.37,1464,213.29,1574,225.79,1700,239.31,1764,235.4,1811,239.31,1940,203.07,1996,188.79,2062,179.41,2206,205.87
nar-mem-439,1665,238.69,1891,294.93,2071,214.86,1648,235.2,1769,267.54,1899,294.29,1955,256.27,1997,249.79,2104,211.8,2148,209.69,2242,215.34,2352,220.87
nar-mem-441,1743,210.73,1872,244.53,2142,161.58,1601,200.95,1705,211.48,1851,238.99,1921,227.51,1972,228.37,2094,180.26,2127,167.71,2194,128.59,2298,202.47
nar-mem-445,1806.666667,231.0133333,1936,257.4233333,2072.666667,196.47,1722,248.2,1809.333333,239.1466667,1906.666667,251.2966667,1962,252.57,2010.333333,240.0866667,2112.333333,189.5466667,2169.666667,182.2,2258,173.9866667,2371,191.32
nar-mom-401,1666,224.71,1772,266.75,1940,204.79,1511,224.54,1621,228.81,1738,257.6,1793,263.78,1837,262.68,1932,206.75,1992,198.42,2074,200.35,2232,234.76
nar-mom-403,1931,213.96,2075,241.74,2213,199.22,1852,211.55,1977,229.03,2083,241.68,2152,235.65,2212,198.8,2312,175.82,2367,168.36,2413,163.35,2500,199.85
nar-mom-405,1558,221.46,1658,260.72,1802,200.42,1532,218.01,1633,253.32,1761,242.95,1810,196.03,1845,206.16,1920,184.01,1969,153.16,2038,90,2124,14.9
nar-mom-407,2106,245.55,2268,271.76,2459,179.81,2048,244.89,2135,259.92,2227,267.83,2287,268.76,2345,243.76,2425,198.63,2464,178.59,2528,170.67,2668,173.5
nar-mom-409,2016,242.42,2093,278.94,2377,197.33,1763,242.88,1919,237.82,2025,244.36,2109,273.11,2185,255.76,2324,209.38,2365,200.96,2443,198.33,2552,110.81
nar-mom-411,2038,197.19,2163,254.3,2332,186.77,1879,201.87,1982,209.74,2074,212.6,2152,252.13,2223,251.11,2311,196.97,2369,178.69,2466,212.41,2635,295.75
nar-mom-413,1273,242.17,1421,306.05,1564,199.25,1178,228.4,1269,240.17,1433,300.41,1473,283.42,1506,250.47,1560,204.65,1598,175.75,1652,264.65,1743,255.94
nar-mom-415,2086,240.93,2164,262.1,2439,195.05,1898,238.99,2032,238.41,2184,252.25,2241,253.21,2289,257.64,2374,217.7,2427,200.94,2489,97.1,2576,221.03
nar-mom-417,1795,218.31,1959,240.59,2099,206.15,1724,215.11,1856,229.91,1963,240.28,2057,225.3,2143,217.61,2234,197.72,2277,191.77,2388,103.15,2499,240.55
nar-mom-419,1801,238.01,1999,272.4,2146,203.26,1729,237.21,1827,263.64,1945,264.14,2014,265.23,2062,260.78,2155,202.45,2199,193.17,2270,199.3,2337,261.95
nar-mom-423,1752,199.87,1931,287.92,2089,206.71,1651,204.26,1764,203.56,1874,260.4,1948,284.03,2004,258.04,2076,209.4,2119,201,2203,257.92,2271,177.22
nar-mom-425,1725,218.18,1902,271.52,2144,187.94,1580,216.47,1701,220.13,1828,251.61,1923,268.01,1984,249.49,2107,196.49,2149,186.68,2246,176.78,2344,183.01
nar-mom-427,2703,198.14,2836,224.49,3037,175.35,2588,194.06,2728,211.2,2850,225.22,2941,200.93,3017,199.36,3107,111.06,3156,171.33,3225,192.35,3293,207.56
nar-mom-429,1638,238.43,1758,253.98,1951,141.78,1578,242.89,1664,250.88,1781,249.45,1841,241.22,1901,232.08,1959,105.35,1984,109.14,2033,195.88,2121,246.3
nar-mom-433,1458,299.52,1639,387.28,1877,241.48,1366,308.62,1539,339.76,1635,384.49,1720,236.32,1790,378.43,1889,232.67,1933,151.33,1974,82.61,2067,66.95
nar-mom-435,1842,228.3,1945,248.56,2062,205.14,1709,226.47,1792,227.1,1898,245.2,1958,249.84,1992,246.38,2082,202,2122,196.91,2194,96.42,2283,89.62
nar-mom-437,1739,227.86,1836,246.95,2013,212.61,1560,224.34,1679,226.94,1805,242.32,1874,243.57,1930,236.22,2065,203.6,2105,195.91,2210,222.8,2295,221.96
nar-mom-439,1928,232.91,2057,271.54,2226,205.92,1821,219.65,1943,241.3,2078,264.27,2119,251.27,2160,251.57,2251,207.96,2295,204.56,2380,206.35,2497,214.02
nar-mom-441,2006,238.87,2155,282.24,2360,195.13,1932,250.84,2013,240.85,2099,257.12,2176,268.36,2265,237.43,2392,188.79,2437,179.11,2523,172.18,2660,187.42
nar-mom-445,1709,233.83,1869,250.23,2007,196.26,1678,227.8,1746,247.32,1839,246.84,1903,242.65,1957,231.57,2056,190.3,2105,184.72,2196,179.51,2285,181.75
nar-mun-401,1756,239.81,1837,281.58,1994,216.14,1557,245.78,1679,243.7,1765,245.11,1851,278.22,1922,270.82,2019,214.88,2078,214.89,2164,170.09,2306,237.75
nar-mun-403,1573,198.88,1717,233.36,1955,179.88,1562,183.93,1649,228.28,1758,229.18,1820,225.05,1880,206.02,1997,174.47,2069,168.66,2149,159.84,2264,164.99
nar-mun-405,1494,243.96,1560,254.37,1893,160.76,1462,249.62,1551,253.76,1627,248.06,1702,242.43,1770,222.43,1849,188.73,1911,150,1956,120,2043,103.45
nar-mun-407,1663,244.72,1804,283.64,2044,176.67,1591,249.81,1699,264.96,1775,273.96,1843,276.83,1895,271.67,2001,193.02,2066,172.47,2144,170.28,2283,178.11
nar-mun-409,1789,232.21,1890,278.04,2120,205.29,1633,227.05,1727,232.77,1826,249.02,1914,266.1,1968,274.78,2096,209.69,2143,202.57,2221,199.98,2297,235.09
nar-mun-411,1844,213.92,1990,252.14,2176,168.22,1636,207,1747,213.62,1849,214.98,1926,251.13,1990,252.06,2070,215.16,2139,181.86,2256,175.49,2396,179.95
nar-mun-413,1111,241.11,1241,302.33,1335,200.94,986,226.74,1084,238.52,1206,293.01,1248,299.06,1288,279.48,1352,192.93,1381,82.58,1450,265.53,1519,246.86
nar-mun-415,1867,225.23,2024,269,2195,202.1,1726,250.38,1804,229.74,1890,233.47,1958,263.04,2032,266.31,2126,227.2,2185,203.91,2234,98.81,2342,208.4
nar-mun-417,1559,223.75,1757,254.43,1905,200.82,1496,222.67,1620,233.29,1715,247.12,1777,250.88,1840,222.23,1921,198.58,1979,95.23,2047,125.13,2188,250.78
nar-mun-419,1508,244.89,1637,260.53,1860,186.64,1416,244.91,1482,252.18,1565,253.55,1649,259.47,1730,254.95,1807,210.46,1849,191.14,1937,195.49,1980,214.49
nar-mun-423,1392,220.76,1517,306.83,1715,203.71,1319,234.42,1371,216.74,1476,287.21,1525,305.69,1569,277.69,1671,215.29,1708,204.82,1806,260.08,1889,234.75
nar-mun-425,2152,200.14,2305,254.9,2459,184.81,2044,227.49,2136,201.62,2229,225.59,2311,254.71,2373,252.87,2494,183.7,2538,184.9,2613,178.7,2730,173.66
nar-mun-427,1818,197.34,1954,238.67,2117,181.7,1746,218.53,1850,210.26,1932,234.41,2020,224.27,2095,194.61,2191,78.8,2232,115.37,2281,70,2355,68.2
nar-mun-429,1550,220.33,1675,234.27,1844,181.41,1474,221.03,1584,230.15,1688,234.21,1742,230.19,1790,224.67,1880,99.17,1905,102.77,1945,158.68,2043,228.39
nar-mun-433,1728,265.92,1890,340.85,2016,207.31,1575,229.83,1703,263.3,1807,315.34,1868,336.93,1913,330.25,1993,220.52,2038,135.54,2085,99.94,2294,254.89
nar-mun-435,1700,220.28,1791,237.93,1925,194.48,1573,219.46,1637,223.92,1718,223.98,1786,237.9,1851,225.68,1930,193.22,1981,185.66,2034,94.92,2135,95.31
nar-mun-437,2043,224.99,2210,246.22,2289,207.47,1898,267.69,1968,224.29,2069,229.67,2147,239.71,2214,246.16,2352,203.06,2402,198.67,2502,180.01,2592,199.56
nar-mun-439,1635,245.2,1790,305.7,1998,212.63,1603,232.91,1672,265.83,1783,304.88,1847,296.07,1915,264.56,2027,211.32,2070,212.72,2151,213.52,2251,218.96
nar-mun-441,1705,230.57,1846,272.1,2175,165.45,1622,219.53,1706,230.67,1789,247.8,1874,262.94,1935,245.61,2047,204.24,2095,191.17,2167,170.18,2312,114.59
nar-mun-445,1592,212.76,1748,251.15,1874,200.98,1475,250.72,1609,223.3,1719,248.25,1773,246.31,1818,233.4,1928,190.58,1980,184.05,2063,172.74,2176,203.15
nar-man-n1,1742,122,1888,142.25,2089,85.82,1604,97.44,1713,128.3,1870,138.87,1930,126.26,1963,121.17,2031,97.88,2083,87.4,2158,76.39,2318,70.45
nar-man-n10,1153,239.42,1194,243.99,1339,204.08,1518,191.62,1594,194.75,1714,187.54,1756,182.42,1794,188.63,1863,172.84,1904,177.39,1955,183.58,2053,208.51
nar-man-n11,1293,147.44,1392,162.52,1638,89.12,1215,158.54,1277,145.36,1422,157.44,1483,134.89,1535,143.1,1625,96.31,1676,80.08,1811,116.9,1990,157.62
nar-man-n12,970,109.08,1113,126.21,1262,96.13,926,102.84,1006,117.99,1128,124.6,1177,119.57,1217,114.95,1331,89.31,1370,91.6,1472,88.23,1635,99.58
nar-man-n13,,,,,,,2007,133.81,2086,114.36,2237,110.94,2323,103.9,2370,106.85,2450,97.85,2487,92.14,2529,101.51,2647,115.51
nar-man-n14,2069,128.44,2220,137.33,2414,78.04,1964,168.48,2030,145.18,2113,128.56,2171,136.07,2231,137.59,2395,81.41,2452,77.81,2524,76,2687,147.85
nar-man-n15,1060,217.73,1125,228.32,1304,188.97,941,226.82,1027,220.21,1135,227.28,1184,216.28,1224,206.61,1332,184.99,1376,183.59,1446,186.68,1554,205.04
nar-man-n16,1506,225.72,1654,237.75,1801,194.79,1381,214.04,1488,226.86,1644,235.48,1706,222.51,1755,215.6,1849,94.65,1887,92.06,1951,87.81,2056,99.7
nar-man-n2,1501,138.94,1610,146.41,1649,141.45,1357,151.81,1431,156.73,1578,140.07,1641,137.67,1672,151,1756,138.93,1799,140.75,1877,138.06,2059,140.54
nar-man-n3,1596,140.93,1725,223.82,1834,127.46,1574,146.26,1620,163.82,1762,206.54,1811,152.24,1842,127.01,1913,98.23,1944,93.68,1995,87.94,2177,112.87
nar-man-n4,1287,189.61,1370,193.55,1484,160.82,1102,182.75,1188,191.88,1336,186.8,1408,174.03,1445,170.13,1510,160.61,1562,155.67,1631,157.06,1773,82.14
nar-man-n5,1907.666667,114.3666667,1971.666667,122.7833333,2104,105.07,1562,111.36,1598,121.9,1692,109.78,1754,102.68,1800,85.54,1857,77.56,1892,70,1935,60,2006,34.96
nar-man-n6,1306,83.2,1384,84.61,1685,82.6,1208,80.07,1332,85.4,1483,81.56,1531,78.87,1575,79.89,1659,81.98,1713,83.31,1799,85.41,1992,86.04
nar-man-n7,1111,88.38,1210,90.76,1328,80.62,1031,86.86,1112,88.33,1246,89.08,1301,85.3,1344,79.35,1426,80.44,1468,80.04,1537,76.46,1711,90.85
nar-man-n8,726,126.26,869,148.12,1021,102.3,653,139.16,754,133.05,850,147.7,895,141.75,927,128.3,986,107.28,1026,100.68,1086,95.34,1219,118.448
nar-man-n9,1053,224.01,1108,229.77,1231,210.66,1004,223.07,1114,230.85,1237,209.4,1293,204.8,1340,225.39,1404,159.35,1447,135.21,1485,110.64,1654,260.82
nar-mem-n1,1449,86.67,1684,155.26,1905,85.24,1437,85.47,1569,139.17,1663,151.61,1747,130.13,1795,123.88,1884,89.5,1930,82.44,1978,75.81,2152,78.18
nar-mem-n10,1153,239.42,1194,243.99,1339,204.08,933,207.3,1010,199.15,1084,185.97,1148,183.26,1199,185.08,1262,171.56,1303,170.83,1376,91.17,1452,185.71
nar-mem-n11,1127,139.03,1328,169.65,1507,99.46,1031,133.82,1209,153.4,1299,163.5,1387,152.62,1454,129.59,1548,95.58,1592,94.77,1712,90.84,1905,158.31
nar-mem-n12,1224,98.2,1359,109.49,1507,89.17,1139,174.67,1252,102.65,1337,106.2,1392,106.52,1430,106.4,1534,88.14,1574,87.58,1616,90.84,1808,98.61
nar-mem-n13,,,,,,,2007,133.81,2086,114.36,2237,110.94,2323,103.9,2370,106.85,2450,97.85,2487,92.14,2529,101.51,2647,115.51
nar-mem-n14,2283,127.86,2380.333333,128.6933333,2510.666667,93.52333333,1401,127.8,1528,129.78,1614,124.79,1701,130.09,1774,125.43,1914,86.89,1996,115.32,2059,102.25,2233,122.35
nar-mem-n15,869,211.34,1021,236.31,1109,203.26,828,214.63,916,218.85,987,230.05,1051,226.91,1107,206.65,1197,92.27,1239,96.91,1302,98.32,1421,110.36
nar-mem-n16,1706,223.23,1815,233.14,2026,187.71,1503,226.77,1663,223.65,1792,229.14,1883,223.3,1942,229.19,2058,187.48,2118,93.03,2205,255.09,2312,220.23
nar-mem-n2,1619.333333,187.4766667,1738.777778,199.3811111,1881.888889,161.4977778,1827,92.32,1917,165.96,2019,150.16,2102,139.43,2132,152.46,2213,156.92,2265,160.9,2346,204.25,2535,244.93
nar-mem-n3,1838,146.06,1950,197.94,2043,140.34,1768,139.11,1866,167.82,1946,198.34,2005,178.39,2065,142.54,2176,103.25,2212,97.35,2261,88.85,2475,94.56
nar-mem-n4,1362,183.98,1433,193.01,1639,157.65,1204,182.13,1315,187.51,1401,186.42,1474,190.56,1531,178.75,1612,160.22,1653,155.35,1748,150.78,1862,159.38
nar-mem-n5,1470,109.28,1520,123.66,1656,103.5,1447,115.23,1514,123.94,1591,116.25,1653,104.96,1700,402.89,1774,345.85,1813,299.79,1859,244.49,1980,106.34
nar-mem-n6,1271,81.25,1372,86.39,1665,77.75,1152,79.67,1309,85.6,1391,84.93,1470,78.04,1506,77.98,1641,77.79,1704,77.7,1774,77.6,1940,79.34
nar-mem-n7,1227,89.41,1336,91.1,1505,79.73,1122,266.61,1236,89.54,1308,89.47,1375,86.98,1434,85.22,1528,79.52,1564,79.49,1629,78.48,1769,82.21
nar-mem-n8,753,134.65,845,143.08,958,107.82,692,162.54,771,137.31,828,140.78,888,132.64,943,116.86,992,102.74,1025,90.3,1077,84.98,1196,110.64
nar-mem-n9,1636.5,205.175,1695.5,225.995,1825.5,207.645,826,225.81,951,224.32,1017,212.46,1077,207.71,1134,101.16,1219,90.42,1273,82.58,1333,119.07,1478,223.02
nar-mom-n1,1551,88.1,1776,136.74,1876,112.5,1550,88.18,1647,119.71,1776,136.74,1856,121.12,1911,113.27,2011,91.16,2051,85.15,2106,77.63,2275,67.51
nar-mom-n10,1153,239.42,1194,243.99,1339,204.08,1037,214.31,1140,216.65,1242,207.46,1327,188.86,1373,187.92,1428,173.99,1456,126.61,1521,87.13,1605,188.66
nar-mom-n11,1427,147.13,1537,161.2,1651,142.53,1256,139.78,1398,147.45,1534,160.18,1606,147.43,1657,126.51,1776,512.74,1840,404.69,1909,288.04,2079,147.82
nar-mom-n12,1204,112.87,1351,155.95,1470,105.47,1126,109.68,1203,112.91,1322,149.77,1379,151.61,1424,132.27,1521,94.63,1578,91.69,1657,89.55,1811,85.285
nar-mom-n13,,,,,,,2007,133.81,2086,114.36,2237,110.94,2323,103.9,2370,106.85,2450,97.85,2487,92.14,2529,101.51,2647,115.51
nar-mom-n14,2414,124.02,2487,126.18,2539,120.98,2217,94.86,2347,130.89,2417,123.89,2508,127,2567,129.89,2755,101.71,2817,113.85,2903,102.08,3063,130.65
nar-mom-n15,1016,209.32,1148,236.12,1235,201.18,968,207.22,1047,217.27,1158,232.87,1214,211.73,1264,141.95,1359,99.57,1397,94.16,1468,98.8,1573,216.34
nar-mom-n16,1751,236.97,1835,243.33,2050,192.16,1568,237.52,1690,237.98,1859,242.06,1934,219.35,1987,212.21,2110,186.73,2152,141.72,2227,101.36,2319,221.9
nar-mom-n2,1385,203.47,1472,235.99,1675,181.29,1364,199.81,1463,233.32,1616,212.41,1670,185.68,1721,170.3,1806,159.96,1845,155.8,1904,141.94,2038,157.94
nar-mom-n3,1477,144.06,1642,185.29,1888,106.59,1381,146.8,1505,151.06,1661,183.22,1719,157.61,1764,141.53,1861,110.24,1900,105.21,1959,94.84,2189,112.39
nar-mom-n4,1326.333333,188.5433333,1406.333333,195.6833333,1544.333333,161.88,1334,190.23,1442,184.76,1588,184.32,1644,177.67,1684,164.69,1745,159.65,1776,156.17,1806,146.54,1999,162.36
nar-mom-n5,2299,116.84,2397,122.57,2515,106.19,2233,123.85,2299,116.84,2430,119.6,2506,109.58,2559,427.64,2623,87.98,2668,80.31,2713,85.96,2835,109.33
nar-mom-n6,1509,78.54,1622,81.76,1752,75.13,1400,87.95,1549,80.37,1673,79.75,1732,75.12,1785,75.14,1879,76.28,1927,76.84,2011,77.82,2207,78.46
nar-mom-n7,1014,86.58,1085,87.98,1170,86.67,877,85.79,968,87.14,1081,88.19,1145,86.9,1185,86.71,1287,81.51,1326,78.9,1445,77.13,1613,87.64
nar-mom-n8,938,125.14,1074,140.29,1162,115.94,903,119.86,982,132.42,1085,138.56,1149,121.88,1188,117.56,1263,103.31,1303,98.31,1344,94.72,1465,104.5433333
nar-mom-n9,2220,186.34,2283,222.22,2420,204.63,2204,169.26,2265,224.32,2361,212.23,2414,208.17,2465,143.59,2558,130.49,2596,141.4,2655,151.66,2814,234.23
nar-mun-n1,1715,110.49,1899,145.2,1993,118.07,1671,92.4,1771,134.06,1897,145.03,1969,132.55,2028,109.7,2127,95.31,2188,85.73,2243,78.01,2412,79.92
nar-mun-n10,1153,239.42,1194,243.99,1339,204.08,1119,245.61,1185,245.44,1259,235.06,1317,221.04,1360,206.8,1430,180.95,1467,177.17,1515,173.09,1616,178.55
nar-mun-n11,1168,148.84,1298,168.36,1376,145.23,1113,142.16,1222,162.61,1290,167.33,1360,155.18,1417,142.63,1516,141.63,1585,140.92,1644,140.32,1846,163.42
nar-mun-n12,1079,108.2,1217,143.57,1353,93.74,1047,272.21,1118,120.54,1193,141.07,1249,136.33,1291,121.46,1425,89.01,1476,89.93,1527,83.58,1638,103
nar-mun-n13,,,,,,,2007,133.81,2086,114.36,2237,110.94,2323,103.9,2370,106.85,2450,97.85,2487,92.14,2529,101.51,2647,115.51
nar-mun-n14,2366,131.12,2434,122.57,2579,81.55,2099,171.72,2201,137.87,2265,134.07,2340,135.99,2407,127.7,2579,81.55,2644,80.15,2702,91.88,2851,133.89
nar-mun-n15,942,218.41,1045,227.75,1184,198.58,904,225.15,972,224.67,1027,225.24,1088,218.83,1135,208.84,1226,100.99,1260,100.77,1319,100.51,1450,223.59
nar-mun-n16,1693,215.04,1834,221.39,2027,188.19,1631,228.42,1744,218.86,1815,219.96,1890,216.07,1961,207.34,2065,182.81,2108,166.34,2183,190.87,2286,103.31
nar-mun-n2,2046,150.15,2091,152.18,2177,138.37,1904,110.17,1998,158.39,2097,151.5,2163,143.58,2217,86.66,2311,95.98,2349,105.57,2386,114.82,2500,163.88
nar-mun-n3,1623,144.84,1742,226.19,1955,96.4,1555,144.21,1651,156.4,1719,217.98,1775,213.63,1821,170.37,1884,120.08,1940,99.57,1988,92.47,2222,114.79
nar-mun-n4,1330,192.04,1416,200.49,1510,167.17,1218,199.89,1300,191.3,1394,193.14,1453,193.1,1500,171.42,1577,159.55,1618,156.06,1708,155.21,1817,148
nar-mun-n5,1954,116.98,1998,122.12,2141,105.52,1833,181.15,1993,122.65,2063,114.83,2122,109.56,2172,107.24,2216,80.95,2256,90,2303,70,2402,32.76
nar-mun-n6,1385,80.94,1495,81.94,1710,78.25,1299,246.11,1411,83.08,1496,82.11,1559,79.74,1613,77.07,1700,78.13,1759,78.85,1908,80.67,2021,75.95
nar-mun-n7,1117.333333,88.12333333,1210.333333,89.94666667,1334.333333,82.34,920,100.46,997,93.16,1062,92.77,1127,87.92,1174,87.51,1247,80.08,1284,78.51,1348,79.19,1518,88.58
nar-mun-n8,998,118.71,1057,122.95,1220,97.08,937,175.39,990,119.49,1064,122.63,1107,117.68,1140,114.38,1196,102.08,1229,94.24,1283,88.31,1396,109.68
